1.6|0|Tutorius|1|5|7|3|1.70|1.20|0.80|12.7|21.2|14.0|0.00|200.00|160.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
1.6|1|Wanderer|1|5|10|0|2.00|1.50|0.50|19.3|13.8|303.5|0.00|200.00|100.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
1.6|2|Brutus|1|7|5|3|1.50|1.00|0.80|16.2|3.9|283.5|0.00|240.00|160.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
1.6|4|PunyAss|1|3|8|4|1.80|1.30|0.90|3.2|14.2|14.0|0.00|160.00|180.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
1.7|3|Magus|1|2|4|9|1.40|0.90|1.40|4.8|3.2|303.7|0.00|140.00|280.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
1.7|0|Tutorius|1|5|7|3|1.70|1.20|0.80|12.7|21.2|16.0|0.00|200.00|160.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
1.7|1|Wanderer|1|5|10|0|2.00|1.50|0.50|19.2|13.7|303.5|0.00|200.00|100.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
1.7|2|Brutus|1|7|5|3|1.50|1.00|0.80|16.0|3.8|283.5|0.00|240.00|160.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
1.7|4|PunyAss|1|3|8|4|1.80|1.30|0.90|3.2|14.2|16.0|0.00|160.00|180.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
1.8|3|Magus|1|2|4|9|1.40|0.90|1.40|4.6|3.1|303.7|0.00|140.00|280.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
1.8|0|Tutorius|1|5|7|3|1.70|1.20|0.80|12.7|21.0|16.0|0.00|200.00|160.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
1.8|1|Wanderer|1|5|10|0|2.00|1.50|0.50|19.0|13.6|303.5|0.00|200.00|100.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
1.8|2|Brutus|1|7|5|3|1.50|1.00|0.80|15.9|3.8|283.5|0.00|240.00|160.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
1.8|4|PunyAss|1|3|8|4|1.80|1.30|0.90|3.2|14.0|16.0|0.00|160.00|180.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
1.9|3|Magus|1|2|4|9|1.40|0.90|1.40|4.5|3.0|303.7|0.00|140.00|280.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
1.9|0|Tutorius|1|5|7|3|1.70|1.20|0.80|12.7|21.0|18.0|0.00|200.00|160.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
1.9|1|Wanderer|1|5|10|0|2.00|1.50|0.50|18.8|13.5|303.5|0.00|200.00|100.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
1.9|2|Brutus|1|7|5|3|1.50|1.00|0.80|15.8|3.8|283.5|0.00|240.00|160.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
1.9|4|PunyAss|1|3|8|4|1.80|1.30|0.90|3.2|14.0|18.0|0.00|160.00|180.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.0|3|Magus|1|2|4|9|1.40|0.90|1.40|4.4|2.9|303.7|0.00|140.00|280.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.0|0|Tutorius|1|5|7|3|1.70|1.20|0.80|12.8|20.8|18.0|0.00|200.00|160.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.0|1|Wanderer|1|5|10|0|2.00|1.50|0.50|18.7|13.4|303.5|0.00|200.00|100.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.0|2|Brutus|1|7|5|3|1.50|1.00|0.80|15.6|3.7|283.5|0.00|240.00|160.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.0|4|PunyAss|1|3|8|4|1.80|1.30|0.90|3.3|13.8|18.0|0.00|160.00|180.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.1|3|Magus|1|2|4|9|1.40|0.90|1.40|4.3|2.9|303.7|0.00|140.00|280.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.1|0|Tutorius|1|5|7|3|1.70|1.20|0.80|12.8|20.8|20.0|0.00|200.00|160.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.1|1|Wanderer|1|5|10|0|2.00|1.50|0.50|18.5|13.3|303.5|0.00|200.00|100.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.1|2|Brutus|1|7|5|3|1.50|1.00|0.80|15.5|3.7|283.5|0.00|240.00|160.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.1|4|PunyAss|1|3|8|4|1.80|1.30|0.90|3.3|13.8|20.0|0.00|160.00|180.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.2|3|Magus|1|2|4|9|1.40|0.90|1.40|4.2|2.8|303.7|0.00|140.00|280.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.2|0|Tutorius|1|5|7|3|1.70|1.20|0.80|12.8|20.7|20.0|0.00|200.00|160.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.2|1|Wanderer|1|5|10|0|2.00|1.50|0.50|18.3|13.2|303.5|0.00|200.00|100.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.2|2|Brutus|1|7|5|3|1.50|1.00|0.80|15.3|3.7|283.5|0.00|240.00|160.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.2|4|PunyAss|1|3|8|4|1.80|1.30|0.90|3.3|13.7|20.0|0.00|160.00|180.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.3|3|Magus|1|2|4|9|1.40|0.90|1.40|4.1|2.7|303.7|0.00|140.00|280.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.3|0|Tutorius|1|5|7|3|1.70|1.20|0.80|12.8|20.7|22.0|0.00|200.00|160.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.3|1|Wanderer|1|5|10|0|2.00|1.50|0.50|18.2|13.1|303.5|0.00|200.00|100.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.3|2|Brutus|1|7|5|3|1.50|1.00|0.80|15.2|3.6|283.5|0.00|240.00|160.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.3|4|PunyAss|1|3|8|4|1.80|1.30|0.90|3.3|13.7|22.0|0.00|160.00|180.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.4|3|Magus|1|2|4|9|1.40|0.90|1.40|3.9|2.6|303.7|0.00|140.00|280.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.4|0|Tutorius|1|5|7|3|1.70|1.20|0.80|12.9|20.5|22.0|0.00|200.00|160.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.4|1|Wanderer|1|5|10|0|2.00|1.50|0.50|18.0|12.9|303.5|0.00|200.00|100.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.4|2|Brutus|1|7|5|3|1.50|1.00|0.80|15.0|3.6|283.5|0.00|240.00|160.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.4|4|PunyAss|1|3|8|4|1.80|1.30|0.90|3.4|13.5|22.0|0.00|160.00|180.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.5|3|Magus|1|2|4|9|1.40|0.90|1.40|3.8|2.5|303.7|0.00|140.00|280.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.5|0|Tutorius|1|5|7|3|1.70|1.20|0.80|12.9|20.5|24.0|0.00|200.00|160.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.5|1|Wanderer|1|5|10|0|2.00|1.50|0.50|17.8|12.8|303.5|0.00|200.00|100.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.5|2|Brutus|1|7|5|3|1.50|1.00|0.80|14.9|3.6|283.5|0.00|240.00|160.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.5|4|PunyAss|1|3|8|4|1.80|1.30|0.90|3.4|13.5|24.0|0.00|160.00|180.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.6|3|Magus|1|2|4|9|1.40|0.90|1.40|3.7|2.5|303.7|0.00|140.00|280.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.6|0|Tutorius|1|5|7|3|1.70|1.20|0.80|13.0|20.4|24.0|0.00|200.00|160.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.6|1|Wanderer|1|5|10|0|2.00|1.50|0.50|17.7|12.7|303.5|0.00|200.00|100.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.6|2|Brutus|1|7|5|3|1.50|1.00|0.80|14.7|3.5|283.5|0.00|240.00|160.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.6|4|PunyAss|1|3|8|4|1.80|1.30|0.90|3.5|13.3|24.0|0.00|160.00|180.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.7|3|Magus|1|2|4|9|1.40|0.90|1.40|3.6|2.4|303.7|0.00|140.00|280.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
2.7|0|Tutorius|1|5|7|3|1.70|1.20|0.80|13.0|20.4|26.0|0.00|200.00|160.00|[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0],[0.00,0.0]|8
